"Location","Education","TimeFrame","EducationNumber","Population"
"Oregon","Bachelor's Degree",2012-01-01,"411000","2094488"
"Oregon","Graduate degree",2012-01-01,"234000","2094488"
"Oregon","Not a high school graduate",2011-01-01,"210000","2093623"
"Oregon","High school diploma or GED",2011-01-01,"1066000","2093623"
"Oregon","Associate Degree",2011-01-01,"186000","2093623"
"Oregon","Bachelor's Degree",2011-01-01,"405000","2093623"
"Oregon","Graduate degree",2011-01-01,"225000","2093623"
"Oregon","Not a high school graduate",2010-01-01,"220000","2075666"
"Oregon","High school diploma or GED",2010-01-01,"1059000","2075666"
"Oregon","Associate Degree",2010-01-01,"179000","2075666"
"Oregon","Bachelor's Degree",2010-01-01,"406000","2075666"
"Oregon","Graduate degree",2010-01-01,"217000","2075666"
"Oregon","Not a high school graduate",2015-01-01,"213000","2137318"
"Oregon","High school diploma or GED",2015-01-01,"1023000","2137318"
"Oregon","Associate Degree",2015-01-01,"199000","2137318"
"Oregon","Bachelor's Degree",2015-01-01,"457000","2137318"
"Oregon","Graduate degree",2015-01-01,"252000","2137318"
"Oregon","Not a high school graduate",2014-01-01,"210000","2111554"
"Oregon","High school diploma or GED",2014-01-01,"1042000","2111554"
"Oregon","Associate Degree",2014-01-01,"193000","2111554"
"Oregon","Bachelor's Degree",2014-01-01,"429000","2111554"
"Oregon","Graduate degree",2014-01-01,"238000","2111554"
"Oregon","Not a high school graduate",2013-01-01,"209000","2098378"
"Oregon","High school diploma or GED",2013-01-01,"1041000","2098378"
"Oregon","Associate Degree",2013-01-01,"192000","2098378"
"Oregon","Bachelor's Degree",2013-01-01,"426000","2098378"
"Oregon","Graduate degree",2013-01-01,"232000","2098378"
"Pennsylvania","Not a high school graduate",2019-01-01,"521000","6631401"
"Pennsylvania","High school diploma or GED",2019-01-01,"3171000","6631401"
"Pennsylvania","Associate Degree",2019-01-01,"631000","6631401"
"Pennsylvania","Bachelor's Degree",2019-01-01,"1438000","6631401"
"Pennsylvania","Graduate degree",2019-01-01,"878000","6631401"
"Pennsylvania","Not a high school graduate",2018-01-01,"515000","6663246"
"Pennsylvania","High school diploma or GED",2018-01-01,"3217000","6663246"
"Pennsylvania","Associate Degree",2018-01-01,"637000","6663246"
"Pennsylvania","Bachelor's Degree",2018-01-01,"1421000","6663246"
"Pennsylvania","Graduate degree",2018-01-01,"872000","6663246"
"Pennsylvania","Not a high school graduate",2017-01-01,"523000","6679486"
"Pennsylvania","High school diploma or GED",2017-01-01,"3262000","6679486"
"Pennsylvania","Associate Degree",2017-01-01,"631000","6679486"
"Pennsylvania","Bachelor's Degree",2017-01-01,"1407000","6679486"
"Pennsylvania","Graduate degree",2017-01-01,"862000","6679486"
"Pennsylvania","Not a high school graduate",2016-01-01,"543000","6694099"
"Pennsylvania","High school diploma or GED",2016-01-01,"3298000","6694099"
"Pennsylvania","Associate Degree",2016-01-01,"617000","6694099"
"Pennsylvania","Bachelor's Degree",2016-01-01,"1412000","6694099"
"Pennsylvania","Graduate degree",2016-01-01,"830000","6694099"
"Pennsylvania","Not a high school graduate",2012-01-01,"564000","6718376"
"Pennsylvania","High school diploma or GED",2012-01-01,"3487000","6718376"
"Pennsylvania","Associate Degree",2012-01-01,"615000","6718376"
"Pennsylvania","Bachelor's Degree",2012-01-01,"1274000","6718376"
"Pennsylvania","Graduate degree",2012-01-01,"774000","6718376"
"Pennsylvania","Not a high school graduate",2011-01-01,"581000","6734061"
"Pennsylvania","High school diploma or GED",2011-01-01,"3554000","6734061"
"Pennsylvania","Associate Degree",2011-01-01,"590000","6734061"
"Pennsylvania","Bachelor's Degree",2011-01-01,"1259000","6734061"
"Pennsylvania","Graduate degree",2011-01-01,"748000","6734061"
"Pennsylvania","Not a high school graduate",2010-01-01,"575000","6699376"
"Pennsylvania","High school diploma or GED",2010-01-01,"3534000","6699376"
"Pennsylvania","Associate Degree",2010-01-01,"570000","6699376"
"Pennsylvania","Bachelor's Degree",2010-01-01,"1262000","6699376"
"Pennsylvania","Graduate degree",2010-01-01,"748000","6699376"
"Pennsylvania","Not a high school graduate",2015-01-01,"567000","6708790"
"Pennsylvania","High school diploma or GED",2015-01-01,"3339000","6708790"
"Pennsylvania","Associate Degree",2015-01-01,"640000","6708790"
"Pennsylvania","Bachelor's Degree",2015-01-01,"1361000","6708790"
"Pennsylvania","Graduate degree",2015-01-01,"807000","6708790"
"Pennsylvania","Not a high school graduate",2014-01-01,"577000","6713452"
"Pennsylvania","High school diploma or GED",2014-01-01,"3404000","6713452"
"Pennsylvania","Associate Degree",2014-01-01,"607000","6713452"
"Pennsylvania","Bachelor's Degree",2014-01-01,"1330000","6713452"
"Pennsylvania","Graduate degree",2014-01-01,"806000","6713452"
"Pennsylvania","Not a high school graduate",2013-01-01,"576000","6714001"
"Pennsylvania","High school diploma or GED",2013-01-01,"3422000","6714001"
"Pennsylvania","Associate Degree",2013-01-01,"606000","6714001"
"Pennsylvania","Bachelor's Degree",2013-01-01,"1327000","6714001"
"Pennsylvania","Graduate degree",2013-01-01,"790000","6714001"
"Rhode Island","Not a high school graduate",2019-01-01,"51000","558011"
"Rhode Island","High school diploma or GED",2019-01-01,"251000","558011"
"Rhode Island","Associate Degree",2019-01-01,"52000","558011"
"Rhode Island","Bachelor's Degree",2019-01-01,"129000","558011"
"Rhode Island","Graduate degree",2019-01-01,"77000","558011"
"Rhode Island","Not a high school graduate",2018-01-01,"49000","559979"
"Rhode Island","High school diploma or GED",2018-01-01,"260000","559979"
"Rhode Island","Associate Degree",2018-01-01,"49000","559979"
"Rhode Island","Bachelor's Degree",2018-01-01,"121000","559979"
"Rhode Island","Graduate degree",2018-01-01,"78000","559979"
"Rhode Island","Not a high school graduate",2017-01-01,"55000","559200"
"Rhode Island","High school diploma or GED",2017-01-01,"263000","559200"
"Rhode Island","Associate Degree",2017-01-01,"47000","559200"
"Rhode Island","Bachelor's Degree",2017-01-01,"123000","559200"
"Rhode Island","Graduate degree",2017-01-01,"73000","559200"
"Rhode Island","Not a high school graduate",2016-01-01,"50000","560608"
"Rhode Island","High school diploma or GED",2016-01-01,"259000","560608"
"Rhode Island","Associate Degree",2016-01-01,"51000","560608"
"Rhode Island","Bachelor's Degree",2016-01-01,"126000","560608"
"Rhode Island","Graduate degree",2016-01-01,"74000","560608"
"Rhode Island","Not a high school graduate",2012-01-01,"61000","557186"
"Rhode Island","High school diploma or GED",2012-01-01,"253000","557186"
"Rhode Island","Associate Degree",2012-01-01,"55000","557186"
"Rhode Island","Bachelor's Degree",2012-01-01,"114000","557186"
"Rhode Island","Graduate degree",2012-01-01,"71000","557186"
"Rhode Island","Not a high school graduate",2011-01-01,"67000","558364"
"Rhode Island","High school diploma or GED",2011-01-01,"250000","558364"
"Rhode Island","Associate Degree",2011-01-01,"52000","558364"
"Rhode Island","Graduate degree",2011-01-01,"72000","558364"
"Rhode Island","Not a high school graduate",2010-01-01,"73000","557579"
"Rhode Island","Bachelor's Degree",2011-01-01,"117000","558364"
"Rhode Island","High school diploma or GED",2010-01-01,"255000","557579"
"Rhode Island","Associate Degree",2010-01-01,"47000","557579"
"Rhode Island","Bachelor's Degree",2010-01-01,"112000","557579"
"Rhode Island","Graduate degree",2010-01-01,"71000","557579"
"Rhode Island","Not a high school graduate",2015-01-01,"56000","560282"
"Rhode Island","High school diploma or GED",2015-01-01,"258000","560282"
"Rhode Island","Associate Degree",2015-01-01,"51000","560282"
"Rhode Island","Bachelor's Degree",2015-01-01,"120000","560282"
"Rhode Island","Graduate degree",2015-01-01,"75000","560282"
"Rhode Island","Not a high school graduate",2014-01-01,"65000","559359"
"Rhode Island","High school diploma or GED",2014-01-01,"264000","559359"
"Rhode Island","Associate Degree",2014-01-01,"51000","559359"
"Rhode Island","Bachelor's Degree",2014-01-01,"108000","559359"
"Rhode Island","Graduate degree",2014-01-01,"70000","559359"
"Rhode Island","Not a high school graduate",2013-01-01,"61000","558281"
"Rhode Island","High school diploma or GED",2013-01-01,"252000","558281"
"Rhode Island","Associate Degree",2013-01-01,"52000","558281"
"Rhode Island","Bachelor's Degree",2013-01-01,"121000","558281"
"Rhode Island","Graduate degree",2013-01-01,"71000","558281"
"South Carolina","Not a high school graduate",2019-01-01,"281000","2637770"
"South Carolina","High school diploma or GED",2019-01-01,"1277000","2637770"
"South Carolina","Associate Degree",2019-01-01,"278000","2637770"
"South Carolina","Bachelor's Degree",2019-01-01,"509000","2637770"
"South Carolina","Graduate degree",2019-01-01,"282000","2637770"
"South Carolina","Not a high school graduate",2018-01-01,"265000","2614696"
"South Carolina","High school diploma or GED",2018-01-01,"1294000","2614696"
"South Carolina","Associate Degree",2018-01-01,"281000","2614696"
"South Carolina","Bachelor's Degree",2018-01-01,"493000","2614696"
"South Carolina","Graduate degree",2018-01-01,"259000","2614696"
"South Carolina","Not a high school graduate",2017-01-01,"294000","2588958"
"South Carolina","High school diploma or GED",2017-01-01,"1287000","2588958"
"South Carolina","Associate Degree",2017-01-01,"269000","2588958"
"South Carolina","Bachelor's Degree",2017-01-01,"474000","2588958"
"South Carolina","Graduate degree",2017-01-01,"255000","2588958"
"South Carolina","Not a high school graduate",2016-01-01,"305000","2561998"
"South Carolina","High school diploma or GED",2016-01-01,"1282000","2561998"
"South Carolina","Associate Degree",2016-01-01,"259000","2561998"
"South Carolina","Bachelor's Degree",2016-01-01,"473000","2561998"
"South Carolina","Graduate degree",2016-01-01,"239000","2561998"
"South Carolina","Not a high school graduate",2012-01-01,"312000","2460567"
"South Carolina","High school diploma or GED",2012-01-01,"1259000","2460567"
"South Carolina","Associate Degree",2012-01-01,"246000","2460567"
"South Carolina","Bachelor's Degree",2012-01-01,"417000","2460567"
"South Carolina","Graduate degree",2012-01-01,"223000","2460567"
"South Carolina","Not a high school graduate",2011-01-01,"329000","2456383"
"South Carolina","High school diploma or GED",2011-01-01,"1287000","2456383"
"South Carolina","Associate Degree",2011-01-01,"232000","2456383"
"South Carolina","Bachelor's Degree",2011-01-01,"405000","2456383"
"South Carolina","Graduate degree",2011-01-01,"203000","2456383"
"South Carolina","Not a high school graduate",2010-01-01,"323000","2441658"
"South Carolina","High school diploma or GED",2010-01-01,"1267000","2441658"
"South Carolina","Associate Degree",2010-01-01,"227000","2441658"
"South Carolina","Bachelor's Degree",2010-01-01,"407000","2441658"
"South Carolina","Graduate degree",2010-01-01,"215000","2441658"
"South Carolina","Not a high school graduate",2015-01-01,"300000","2531417"
"South Carolina","High school diploma or GED",2015-01-01,"1270000","2531417"
"South Carolina","Associate Degree",2015-01-01,"257000","2531417"
"South Carolina","Bachelor's Degree",2015-01-01,"466000","2531417"
"South Carolina","Graduate degree",2015-01-01,"233000","2531417"
"South Carolina","Not a high school graduate",2014-01-01,"305000","2499020"
"South Carolina","High school diploma or GED",2014-01-01,"1278000","2499020"
"South Carolina","Associate Degree",2014-01-01,"241000","2499020"
"South Carolina","Bachelor's Degree",2014-01-01,"441000","2499020"
"South Carolina","Graduate degree",2014-01-01,"235000","2499020"
"South Carolina","Not a high school graduate",2013-01-01,"308000","2474629"
"South Carolina","High school diploma or GED",2013-01-01,"1256000","2474629"
"South Carolina","Associate Degree",2013-01-01,"242000","2474629"
"South Carolina","Bachelor's Degree",2013-01-01,"435000","2474629"
"South Carolina","Graduate degree",2013-01-01,"233000","2474629"
"South Dakota","Not a high school graduate",2019-01-01,"31000","434230"
"South Dakota","High school diploma or GED",2019-01-01,"208000","434230"
"South Dakota","Associate Degree",2019-01-01,"59000","434230"
"South Dakota","Bachelor's Degree",2019-01-01,"96000","434230"
"South Dakota","Graduate degree",2019-01-01,"41000","434230"
"South Dakota","Not a high school graduate",2018-01-01,"31000","433063"
"South Dakota","High school diploma or GED",2018-01-01,"212000","433063"
"South Dakota","Associate Degree",2018-01-01,"61000","433063"
"South Dakota","Bachelor's Degree",2018-01-01,"94000","433063"
"South Dakota","Graduate degree",2018-01-01,"39000","433063"
"South Dakota","Not a high school graduate",2017-01-01,"31000","432519"
"South Dakota","High school diploma or GED",2017-01-01,"223000","432519"
"South Dakota","Associate Degree",2017-01-01,"53000","432519"
"South Dakota","Bachelor's Degree",2017-01-01,"87000","432519"
"South Dakota","Graduate degree",2017-01-01,"39000","432519"
"South Dakota","Not a high school graduate",2016-01-01,"33000","429139"
"South Dakota","High school diploma or GED",2016-01-01,"208000","429139"
"South Dakota","Associate Degree",2016-01-01,"58000","429139"
"South Dakota","Bachelor's Degree",2016-01-01,"91000","429139"
"South Dakota","Graduate degree",2016-01-01,"38000","429139"
"South Dakota","Not a high school graduate",2012-01-01,"29000","423088"
"South Dakota","High school diploma or GED",2012-01-01,"226000","423088"
"South Dakota","Associate Degree",2012-01-01,"49000","423088"
"South Dakota","Bachelor's Degree",2012-01-01,"84000","423088"
"South Dakota","Graduate degree",2012-01-01,"35000","423088"
"South Dakota","Not a high school graduate",2011-01-01,"30000","418933"
"South Dakota","High school diploma or GED",2011-01-01,"223000","418933"
"South Dakota","Associate Degree",2011-01-01,"48000","418933"
"South Dakota","Bachelor's Degree",2011-01-01,"84000","418933"
"South Dakota","Graduate degree",2011-01-01,"33000","418933"
"South Dakota","Not a high school graduate",2010-01-01,"31000","414369"
"South Dakota","High school diploma or GED",2010-01-01,"214000","414369"
"South Dakota","Associate Degree",2010-01-01,"49000","414369"
"South Dakota","Bachelor's Degree",2010-01-01,"87000","414369"
"South Dakota","Graduate degree",2010-01-01,"32000","414369"
"South Dakota","Not a high school graduate",2015-01-01,"31000","426960"
"South Dakota","High school diploma or GED",2015-01-01,"219000","426960"
"South Dakota","Associate Degree",2015-01-01,"55000","426960"
"South Dakota","Bachelor's Degree",2015-01-01,"91000","426960"
"South Dakota","Graduate degree",2015-01-01,"32000","426960"
"South Dakota","Not a high school graduate",2014-01-01,"26000","426935"
"South Dakota","High school diploma or GED",2014-01-01,"216000","426935"
"South Dakota","Associate Degree",2014-01-01,"56000","426935"
"South Dakota","Bachelor's Degree",2014-01-01,"93000","426935"
"South Dakota","Graduate degree",2014-01-01,"34000","426935"
"South Dakota","Not a high school graduate",2013-01-01,"28000","425796"
"South Dakota","High school diploma or GED",2013-01-01,"220000","425796"
"South Dakota","Associate Degree",2013-01-01,"58000","425796"
"South Dakota","Bachelor's Degree",2013-01-01,"87000","425796"
"South Dakota","Graduate degree",2013-01-01,"33000","425796"
"Tennessee","Not a high school graduate",2019-01-01,"368000","3562844"
"Tennessee","High school diploma or GED",2019-01-01,"1812000","3562844"
"Tennessee","Associate Degree",2019-01-01,"290000","3562844"
"Tennessee","Bachelor's Degree",2019-01-01,"698000","3562844"
"Tennessee","Graduate degree",2019-01-01,"388000","3562844"
"Tennessee","Not a high school graduate",2018-01-01,"368000","3545053"
"Tennessee","High school diploma or GED",2018-01-01,"1858000","3545053"
"Tennessee","Associate Degree",2018-01-01,"289000","3545053"
"Tennessee","Bachelor's Degree",2018-01-01,"663000","3545053"
"Tennessee","Graduate degree",2018-01-01,"359000","3545053"
"Tennessee","Not a high school graduate",2017-01-01,"369000","3519013"
"Tennessee","High school diploma or GED",2017-01-01,"1857000","3519013"
"Tennessee","Associate Degree",2017-01-01,"282000","3519013"
"Tennessee","Bachelor's Degree",2017-01-01,"651000","3519013"
"Tennessee","Graduate degree",2017-01-01,"357000","3519013"
"Tennessee","Not a high school graduate",2016-01-01,"378000","3488010"
"Tennessee","High school diploma or GED",2016-01-01,"1859000","3488010"
"Tennessee","Associate Degree",2016-01-01,"280000","3488010"
"Tennessee","Bachelor's Degree",2016-01-01,"634000","3488010"
"Tennessee","Graduate degree",2016-01-01,"330000","3488010"
"Tennessee","Not a high school graduate",2012-01-01,"410000","3419814"
"Tennessee","High school diploma or GED",2012-01-01,"1869000","3419814"
"Tennessee","Associate Degree",2012-01-01,"250000","3419814"
"Tennessee","Bachelor's Degree",2012-01-01,"585000","3419814"
"Tennessee","Graduate degree",2012-01-01,"301000","3419814"
"Tennessee","Not a high school graduate",2011-01-01,"428000","3415697"
"Tennessee","High school diploma or GED",2011-01-01,"1890000","3415697"
"Tennessee","Associate Degree",2011-01-01,"234000","3415697"
"Tennessee","Bachelor's Degree",2011-01-01,"568000","3415697"
"Tennessee","Graduate degree",2011-01-01,"296000","3415697"
"Tennessee","Not a high school graduate",2010-01-01,"443000","3395140"
"Tennessee","High school diploma or GED",2010-01-01,"1862000","3395140"
"Tennessee","Associate Degree",2010-01-01,"237000","3395140"
"Tennessee","Bachelor's Degree",2010-01-01,"543000","3395140"
"Tennessee","Graduate degree",2010-01-01,"297000","3395140"
"Tennessee","Not a high school graduate",2015-01-01,"405000","3460979"
"Tennessee","High school diploma or GED",2015-01-01,"1852000","3460979"
"Tennessee","Associate Degree",2015-01-01,"258000","3460979"
"Tennessee","Bachelor's Degree",2015-01-01,"604000","3460979"
"Tennessee","Graduate degree",2015-01-01,"339000","3460979"
"Tennessee","Not a high school graduate",2014-01-01,"402000","3438453"
"Tennessee","High school diploma or GED",2014-01-01,"1858000","3438453"
"Tennessee","Associate Degree",2014-01-01,"257000","3438453"
"Tennessee","Bachelor's Degree",2014-01-01,"606000","3438453"
"Tennessee","Graduate degree",2014-01-01,"315000","3438453"
"Tennessee","Not a high school graduate",2013-01-01,"411000","3424405"
"Tennessee","High school diploma or GED",2013-01-01,"1852000","3424405"
"Tennessee","Associate Degree",2013-01-01,"257000","3424405"
"Tennessee","Bachelor's Degree",2013-01-01,"583000","3424405"
"Tennessee","Graduate degree",2013-01-01,"317000","3424405"
"Texas","Not a high school graduate",2019-01-01,"2155000","15038912"
"Texas","High school diploma or GED",2019-01-01,"6946000","15038912"
"Texas","Associate Degree",2019-01-01,"1180000","15038912"
"Texas","Bachelor's Degree",2019-01-01,"3147000","15038912"
"Texas","Graduate degree",2019-01-01,"1607000","15038912"
"Texas","Not a high school graduate",2018-01-01,"2245000","14863091"
"Texas","High school diploma or GED",2018-01-01,"6892000","14863091"
"Texas","Associate Degree",2018-01-01,"1127000","14863091"
"Texas","Bachelor's Degree",2018-01-01,"3037000","14863091"
"Texas","Graduate degree",2018-01-01,"1578000","14863091"
"Texas","Not a high school graduate",2017-01-01,"2257000","14696002"
"Texas","High school diploma or GED",2017-01-01,"6851000","14696002"
"Texas","Associate Degree",2017-01-01,"1140000","14696002"
"Texas","Bachelor's Degree",2017-01-01,"2953000","14696002"
"Texas","Graduate degree",2017-01-01,"1482000","14696002"
"Texas","Not a high school graduate",2016-01-01,"2306000","14492978"
"Texas","High school diploma or GED",2016-01-01,"6758000","14492978"
"Texas","Associate Degree",2016-01-01,"1088000","14492978"
"Texas","Bachelor's Degree",2016-01-01,"2855000","14492978"
"Texas","Graduate degree",2016-01-01,"1415000","14492978"
"Texas","Not a high school graduate",2012-01-01,"2356000","13570612"
"Texas","High school diploma or GED",2012-01-01,"6514000","13570612"
"Texas","Associate Degree",2012-01-01,"961000","13570612"
"Texas","Bachelor's Degree",2012-01-01,"2512000","13570612"
"Texas","Graduate degree",2012-01-01,"1210000","13570612"
"Texas","Not a high school graduate",2011-01-01,"2334000","13381930"
"Texas","High school diploma or GED",2011-01-01,"6423000","13381930"
"Texas","Associate Degree",2011-01-01,"950000","13381930"
"Texas","Bachelor's Degree",2011-01-01,"2495000","13381930"
"Texas","Graduate degree",2011-01-01,"1165000","13381930"
"Texas","Not a high school graduate",2010-01-01,"2344000","13159943"
"Texas","High school diploma or GED",2010-01-01,"6383000","13159943"
"Texas","Associate Degree",2010-01-01,"895000","13159943"
"Texas","Bachelor's Degree",2010-01-01,"2401000","13159943"
"Texas","Graduate degree",2010-01-01,"1131000","13159943"
"Texas","Not a high school graduate",2015-01-01,"2350000","14252456"
"Texas","High school diploma or GED",2015-01-01,"6707000","14252456"
"Texas","Associate Degree",2015-01-01,"1044000","14252456"
"Texas","Bachelor's Degree",2015-01-01,"2785000","14252456"
"Texas","Graduate degree",2015-01-01,"1365000","14252456"
"Texas","Not a high school graduate",2014-01-01,"2327000","13985631"
"Texas","High school diploma or GED",2014-01-01,"6662000","13985631"
"Texas","Associate Degree",2014-01-01,"1006000","13985631"
"Texas","Bachelor's Degree",2014-01-01,"2667000","13985631"
"Texas","Graduate degree",2014-01-01,"1330000","13985631"
"Texas","Not a high school graduate",2013-01-01,"2312000","13749600"
"Texas","High school diploma or GED",2013-01-01,"6541000","13749600"
"Texas","Associate Degree",2013-01-01,"958000","13749600"
"Texas","Bachelor's Degree",2013-01-01,"2628000","13749600"
"Texas","Graduate degree",2013-01-01,"1268000","13749600"
"Utah","Not a high school graduate",2019-01-01,"108000","1546401"
"Utah","High school diploma or GED",2019-01-01,"736000","1546401"
"Utah","Associate Degree",2019-01-01,"156000","1546401"
"Utah","Bachelor's Degree",2019-01-01,"376000","1546401"
"Utah","Graduate degree",2019-01-01,"171000","1546401"
"Utah","Not a high school graduate",2018-01-01,"115000","1521503"
"Utah","High school diploma or GED",2018-01-01,"706000","1521503"
"Utah","Associate Degree",2018-01-01,"164000","1521503"
"Utah","Bachelor's Degree",2018-01-01,"361000","1521503"
"Utah","Graduate degree",2018-01-01,"174000","1521503"
"Utah","Not a high school graduate",2017-01-01,"117000","1494360"
"Utah","High school diploma or GED",2017-01-01,"701000","1494360"
"Utah","Associate Degree",2017-01-01,"149000","1494360"
"Utah","Bachelor's Degree",2017-01-01,"353000","1494360"
"Utah","Graduate degree",2017-01-01,"172000","1494360"
"Utah","Not a high school graduate",2016-01-01,"121000","1462033"
"Utah","High school diploma or GED",2016-01-01,"706000","1462033"
"Utah","Associate Degree",2016-01-01,"157000","1462033"
"Utah","Bachelor's Degree",2016-01-01,"323000","1462033"
"Utah","Graduate degree",2016-01-01,"157000","1462033"
"Utah","Not a high school graduate",2012-01-01,"120000","1367088"
"Utah","High school diploma or GED",2012-01-01,"682000","1367088"
"Utah","Associate Degree",2012-01-01,"144000","1367088"
"Utah","Bachelor's Degree",2012-01-01,"287000","1367088"
"Utah","Graduate degree",2012-01-01,"137000","1367088"
"Utah","Not a high school graduate",2011-01-01,"126000","1352528"
"Utah","High school diploma or GED",2011-01-01,"679000","1352528"
"Utah","Associate Degree",2011-01-01,"134000","1352528"
"Utah","Bachelor's Degree",2011-01-01,"282000","1352528"
"Utah","Graduate degree",2011-01-01,"129000","1352528"
"Utah","Not a high school graduate",2010-01-01,"118000","1331760"
"Utah","High school diploma or GED",2010-01-01,"686000","1331760"
"Utah","Associate Degree",2010-01-01,"130000","1331760"
"Utah","Bachelor's Degree",2010-01-01,"277000","1331760"
"Utah","Graduate degree",2010-01-01,"123000","1331760"
"Utah","Not a high school graduate",2015-01-01,"120000","1428890"
"Utah","High school diploma or GED",2015-01-01,"710000","1428890"
"Utah","Associate Degree",2015-01-01,"141000","1428890"
"Utah","Bachelor's Degree",2015-01-01,"315000","1428890"
"Utah","Graduate degree",2015-01-01,"147000","1428890"
"Utah","Not a high school graduate",2014-01-01,"120000","1405502"
"Utah","High school diploma or GED",2014-01-01,"699000","1405502"
"Utah","Associate Degree",2014-01-01,"150000","1405502"
"Utah","Bachelor's Degree",2014-01-01,"301000","1405502"
"Utah","Graduate degree",2014-01-01,"140000","1405502"
"Utah","Not a high school graduate",2013-01-01,"114000","1385522"
"Utah","High school diploma or GED",2013-01-01,"696000","1385522"
"Utah","Associate Degree",2013-01-01,"141000","1385522"
"Utah","Bachelor's Degree",2013-01-01,"298000","1385522"
"Utah","Graduate degree",2013-01-01,"138000","1385522"
"Vermont","Not a high school graduate",2019-01-01,"20000","319321"
"Vermont","High school diploma or GED",2019-01-01,"144000","319321"
"Vermont","Associate Degree",2019-01-01,"29000","319321"
"Vermont","Bachelor's Degree",2019-01-01,"77000","319321"
"Vermont","Graduate degree",2019-01-01,"50000","319321"
"Vermont","Not a high school graduate",2018-01-01,"17000","321787"
"Vermont","High school diploma or GED",2018-01-01,"146000","321787"
"Vermont","Associate Degree",2018-01-01,"29000","321787"
"Vermont","Bachelor's Degree",2018-01-01,"81000","321787"
"Vermont","Graduate degree",2018-01-01,"48000","321787"
"Vermont","Not a high school graduate",2017-01-01,"21000","323720"
"Vermont","High school diploma or GED",2017-01-01,"148000","323720"
"Vermont","Associate Degree",2017-01-01,"29000","323720"
"Vermont","Bachelor's Degree",2017-01-01,"76000","323720"
"Vermont","Graduate degree",2017-01-01,"49000","323720"
"Vermont","Not a high school graduate",2016-01-01,"23000","325283"
"Vermont","High school diploma or GED",2016-01-01,"151000","325283"
"Vermont","Associate Degree",2016-01-01,"32000","325283"
"Vermont","Bachelor's Degree",2016-01-01,"72000","325283"
"Vermont","Graduate degree",2016-01-01,"49000","325283"
"Vermont","Not a high school graduate",2012-01-01,"21000","336629"
"Vermont","High school diploma or GED",2012-01-01,"157000","336629"
"Vermont","Associate Degree",2012-01-01,"32000","336629"
"Vermont","Bachelor's Degree",2012-01-01,"80000","336629"
"Vermont","Graduate degree",2012-01-01,"46000","336629"
"Vermont","Not a high school graduate",2011-01-01,"21000","340057"
"Vermont","High school diploma or GED",2011-01-01,"162000","340057"
"Vermont","Associate Degree",2011-01-01,"31000","340057"
"Vermont","Bachelor's Degree",2011-01-01,"79000","340057"
"Vermont","Graduate degree",2011-01-01,"48000","340057"
"Vermont","Not a high school graduate",2010-01-01,"22000","340328"
"Vermont","High school diploma or GED",2010-01-01,"168000","340328"
"Vermont","Associate Degree",2010-01-01,"32000","340328"
"Vermont","Bachelor's Degree",2010-01-01,"73000","340328"
"Vermont","Graduate degree",2010-01-01,"45000","340328"
"Vermont","Not a high school graduate",2015-01-01,"22000","328355"
"Vermont","High school diploma or GED",2015-01-01,"153000","328355"
"Vermont","Associate Degree",2015-01-01,"31000","328355"
"Vermont","Bachelor's Degree",2015-01-01,"77000","328355"
"Vermont","Graduate degree",2015-01-01,"45000","328355"
"Vermont","Not a high school graduate",2014-01-01,"21000","330916"
"Vermont","High school diploma or GED",2014-01-01,"164000","330916"
"Vermont","Associate Degree",2014-01-01,"28000","330916"
"Vermont","Bachelor's Degree",2014-01-01,"75000","330916"
"Vermont","Graduate degree",2014-01-01,"44000","330916"
"Vermont","Not a high school graduate",2013-01-01,"22000","334151"
"Vermont","High school diploma or GED",2013-01-01,"160000","334151"
"Vermont","Associate Degree",2013-01-01,"30000","334151"
"Vermont","Bachelor's Degree",2013-01-01,"76000","334151"
"Vermont","Graduate degree",2013-01-01,"46000","334151"
"Virginia","Not a high school graduate",2019-01-01,"388000","4526499"
"Virginia","High school diploma or GED",2019-01-01,"1868000","4526499"
"Virginia","Associate Degree",2019-01-01,"383000","4526499"
"Virginia","Bachelor's Degree",2019-01-01,"1084000","4526499"
"Virginia","Graduate degree",2019-01-01,"791000","4526499"
"Virginia","Not a high school graduate",2018-01-01,"386000","4521799"
"Virginia","High school diploma or GED",2018-01-01,"1883000","4521799"
"Virginia","Associate Degree",2018-01-01,"379000","4521799"
"Virginia","Bachelor's Degree",2018-01-01,"1069000","4521799"
"Virginia","Graduate degree",2018-01-01,"787000","4521799"
"Virginia","Not a high school graduate",2017-01-01,"393000","4518325"
"Virginia","High school diploma or GED",2017-01-01,"1911000","4518325"
"Virginia","Associate Degree",2017-01-01,"378000","4518325"
"Virginia","Bachelor's Degree",2017-01-01,"1060000","4518325"
"Virginia","Graduate degree",2017-01-01,"765000","4518325"
"Virginia","Not a high school graduate",2016-01-01,"413000","4504670"
"Virginia","High school diploma or GED",2016-01-01,"1915000","4504670"
"Virginia","Associate Degree",2016-01-01,"370000","4504670"
"Virginia","Bachelor's Degree",2016-01-01,"1041000","4504670"
"Virginia","Graduate degree",2016-01-01,"754000","4504670"
"Virginia","Not a high school graduate",2012-01-01,"436000","4445472"
"Virginia","High school diploma or GED",2012-01-01,"1997000","4445472"
"Virginia","Associate Degree",2012-01-01,"346000","4445472"
"Virginia","Bachelor's Degree",2012-01-01,"980000","4445472"
